cohort,pool,n_held_out,n_cells_mature,shift,candidate,n_streams,n_attempted,n_scored,n_abstained,n_excludes_zero,n_covered,median_ci_width,stream_min_rate,stream_max_rate,excludes_zero_rate,coverage,abstention_rate,excludes_zero_mcse,coverage_mcse
smc,reference,5,100,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,512.0,1978.0,13.420261571783985,0.2275,0.3025,0.256,0.989,0.0,0.00975868843646522,0.0023322735688593665
smc,reference,5,100,1.0,patient_cluster,5,2000.0,2000,0.0,11.0,1989.0,23.40434784273622,0.0025,0.0075,0.0055,0.9945,0.0,0.0016537457482938543,0.0016537457482938467
smc,reference,5,100,1.0,percentile,5,2000.0,2000,0.0,154.0,1846.0,8.498412499999999,0.06,0.1,0.077,0.923,0.0,0.0059611659933271445,0.005961165993327143
smc,reference,5,100,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,51.0,1949.0,13.188510715111597,0.02,0.035,0.0255,0.9745,0.0,0.003524893615415932,0.00352489361541593
smc,reference,5,800,0.5,patient_cluster,5,2000.0,2000,0.0,183.0,2000.0,17.743048502195897,0.075,0.1175,0.0915,1.0,0.0,0.00644700511865781,0.0
smc,reference,5,800,0.5,percentile,5,2000.0,2000,0.0,1999.0,1995.0,3.2949,0.9975,1.0,0.9995,0.9975,0.0,0.000499874984371065,0.001116635571706353
smc,reference,5,800,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,679.0,1999.0,11.529701831405102,0.2975,0.3675,0.3395,0.9995,0.0,0.010588667291023928,0.000499874984371065
smc,reference,5,800,1.0,patient_cluster,5,2000.0,2000,0.0,0.0,2000.0,22.252444565813423,0.0,0.0,0.0,1.0,0.0,0.0,0.0
smc,reference,5,800,1.0,percentile,5,2000.0,2000,0.0,93.0,1907.0,4.23335625,0.035,0.0625,0.0465,0.9535,0.0,0.004708383480558906,0.004708383480558906
smc,reference,5,800,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,48.0,1952.0,6.4559529183589275,0.0125,0.0375,0.024,0.976,0.0,0.00342227994179319,0.0034222799417931915
