estimator,target_population,reference,n_trial,n_valid,n_excluded,max_residual,equality_flagged,bias,rmse,ratio_median,ratio_q25,ratio_q75,estimate_median,reference_median
ols-stratum-dummies,variance-weighted,induced-trial,100,200,0,1.5318137294014358,False,0.34724602622893075,0.5382076700566237,1.3979402460480257,1.0443039266454284,1.6202160936029666,1.3813512670795842,0.97875
ols-stratum-dummies,variance-weighted,induced-trial,200,200,0,1.0948207580562632,False,0.32469847619261427,0.43163803740464507,1.3391031568047689,1.141000027771239,1.492072923241314,1.286767599635041,0.97
ols-stratum-dummies,variance-weighted,induced-trial,400,200,0,0.8965369861352879,False,0.3401062255569451,0.38817723953422484,1.3447418419852464,1.2092479395016795,1.4791579268127202,1.3328695093760023,0.9796875
ols-stratum-dummies,variance-weighted,induced-trial,800,200,0,0.7727567317349129,False,0.3316013049551092,0.3642100212006866,1.315656161063862,1.242864991123083,1.4356267545684598,1.3163044328092537,0.98875
ols-stratum-dummies,variance-weighted,induced-trial,1600,200,0,0.5932042493961598,False,0.35998372553955205,0.3739436666497989,1.3547113522311502,1.2946598433447285,1.4264318870769637,1.3685184178773833,1.003984375
unadjusted,none,induced-trial,50,200,0,5.367531860256376,False,-3.449278523213444,3.521038533078721,-2.557867053736561,-3.4156512972902475,-1.8493789870926802,-2.49580768458097,0.97
unadjusted,none,induced-trial,100,200,0,5.102026264300155,False,-3.409841014134431,3.4426922213142443,-2.4323110618493056,-2.984887370044676,-2.0630838477304074,-2.400269810774725,0.97875
unadjusted,none,induced-trial,200,200,0,4.254774724722989,False,-3.455549493654662,3.4740463720285635,-2.523870924911101,-2.9424424494355965,-2.2085666401976223,-2.4743962573219376,0.97
unadjusted,none,induced-trial,400,200,0,4.151863767732026,False,-3.4146591796515606,3.4225566441180466,-2.4865930868591493,-2.7532082930873134,-2.229730162797409,-2.417917454029192,0.9796875
unadjusted,none,induced-trial,800,200,0,3.9651788770508745,False,-3.4326720117403293,3.4372246191319005,-2.4524440046685116,-2.6689673173031707,-2.2945410363014775,-2.430960521173633,0.98875
unadjusted,none,induced-trial,1600,200,0,3.695526436370835,False,-3.436231804813368,3.4381081953301056,-2.41565169742009,-2.545144122657301,-2.3097284588730154,-2.423811437731138,1.003984375
ate-ipw,pooled,obs-pooled,50,199,1,5.773159728050814e-15,True,3.626356613097245e-17,1.948610320925796e-15,1.0,0.9999999999999992,1.0000000000000007,1.817951854619242,1.8179518546192441
